Şube No	Şube Adı	Şehir	İlçe	Adres	Telefon	Enlem	Boylam	Yemeksepeti	Getir	Trendyol	Migros
1038	İST PENDİK SAHİL (E.K)	İSTANBUL	PENDİK	Doğu, Erol Kaya Cd No:161/1, 34890 Pendik/İstanbul	02163750505	4087702364.387806	2923527897.116436	https://www.yemeksepeti.com/restaurant/iznu/bereket-doner-iznu	https://getir.com/yemek/restoran/bereket-doner-dogu-mah-pendik-istanbul/
1039	ANK ETİMESGUT ERYAMAN	ANKARA	ETİMESGUT	Altay mah, Söğüt Cd. no 8DR No:17, 06820 Etimesgut/Ankara	0(312) 577 27 33	39967652888.980743	3263984181.431873	https://www.yemeksepeti.com/restaurant/bhml/bereket-doner-bhml	https://getir.com/yemek/restoran/bereket-doner-etimesgut-altay-mah-etimesgut-ankara/
1040	İST ÇEKMEKÖY ŞAHİNBEY	İSTANBUL	ÇEKMEKÖY	ÇAMLIK MAH.ŞAHİNBEY CAD.NO:58 B ÇEKMEKÖY/İSTANBUL	0 216 222 0340	41020148977.342499	291926511.773023	https://www.yemeksepeti.com/restaurant/ybuq/bereket-doner-ybuq	https://getir.com/yemek/restoran/bereket-doner-camlik-mah-cekmekoy-istanbul/
1041	İST BEYLİKDÜZÜ YAKUPLU	İSTANBUL	BEYLİKDÜZÜ	Kavaklı mah olimpiyat cad ihlas marmara 4 evleri no 76 Beylikdüzü/İstanbul	0212 955 15 10	4098172313.657034	2867090560.406926	https://www.yemeksepeti.com/restaurant/nt7s/bereket-doner-nt7s	https://getir.com/yemek/restoran/bereket-doner-kavakli-mah-beylikduzu-istanbul/
1042	ANKARA KIZILAY AVM	ANKARA	ÇANKAYA	KIZILAY MAH. ATATÜRK BLV.KIZILAY AVM NO:96 ÇANKAYA/ANKARA	0 530 669 42 99	3992136903.244899	3285325613.792684	https://www.yemeksepeti.com/restaurant/f1nz/bereket-doner-f1nz	https://getir.com/yemek/restoran/bereket-doner-cankaya-kizilay-mah-cankaya-ankara/
1043	BURSA NİLÜFER ÖZLÜCE	BURSA	ÖZLÜCE	ALTIN ŞEHİR MAH. UĞUR MUMCU BULVARI TAŞYAKAN SİTESİ NO: 76/H/3	0 224 955 0061	40220850456.840698	28915390792.974365	https://www.yemeksepeti.com/restaurant/wtmu/bereket-doner-wtmu	https://getir.com/yemek/restoran/bereket-doner-ozluce-altinsehir-mah-nilufer-bursa/
1044	BURSA NİLÜFER GÖRÜKLE	BURSA	GÖRÜKLE	GÖRÜKLE MAH. ATATÜRK(490) CAD. ETÜDKENT SİTE A BLOK DIŞ KAPI NO: 77 A NİLÜFER BURSA TÜRKİYE	0 224 487 0500	4022679858.807594	28846167550.311787	https://www.yemeksepeti.com/restaurant/eqhh/bereket-doner-eqhh	https://getir.com/yemek/restoran/bereket-doner-nilufer-gorukle-mah-nilufer-bursa/
1045	İST ÜMRANİYE ÇARŞI	İSTANBUL	ÜMRANİYE	YAMANEVLER MH.ALEMDAĞ CD.NO:21 B	0 216 360 30 20	41025710724.562347	2909831263.218688	https://www.yemeksepeti.com/restaurant/u3aw/bereket-doner-u3aw	https://getir.com/yemek/restoran/bereket-doner-yamanevler-mah-umraniye-istanbul-2/
1046	AMASYA MERZİFON	AMASYA	MERZİFON	HOCA SÜLEYMAN MAHALLESİ CUMHURİYET CADDESİ NO:80 /A MERZİFON	0358 515 27 58	4087265221.174022	3546333482.253666	https://www.yemeksepeti.com/restaurant/jrh9/bereket-doner-jrh9	https://getir.com/yemek/restoran/bereket-doner-merzifon-hoca-suleyman-mah-merzifon-amasya/
1047	KAHRAMANMARAŞ ÜNİVERSİTE	KAHRAMANMARAŞ	ONİKİŞUBAT	K. Maraş üniversite Load poart Üngüt mahallesi turgut ozal bul. Maras loft alti no 102 / E onikisubat /kahramanmaras	0531 990 67 14	37.589903	36.835169	https://www.yemeksepeti.com/restaurant/tsr3/bereket-doner-tsr3	https://getir.com/yemek/restoran/bereket-doner-onikisubat-ungut-mah-onikisubat-kahramanmaras/
1048	İZMİR BALÇOVA	İZMİR	BALÇOVA	ONUR MAH. ATA CAD. SÜSLER NO:4/A BALÇOVA/İZMİR	(0232) 955 02 35	3839477352.181887	2705782007.116434	https://www.yemeksepeti.com/restaurant/mdd6/bereket-doner-mdd6	https://getir.com/yemek/restoran/bereket-doner-balcova-onur-mah-balcova-izmir/
1049	ANKARA İNCEK MAYRA PARK	ANKARA	GÖLBAŞI	Kızılcaşar mh incek ş.savcı mehmet selim kiraz bulvarı no:105/BE gölbaşı ankara	(0312) 557 05 03	3981473146.431373	32717101024.614437	https://www.yemeksepeti.com/restaurant/ukbe/bereket-doner-ukbe
1050	ANKARA İNCEK ROTA LİFE	ANKARA	GÖLBAŞI	ALACAATLI MAH. KANUNİ SULTAN SÜLEYMAN BLV. NO: 141 BD ÇANKAYA - ANKARA	0312 504 3677	3982794891.702609	3270963718.111601	https://www.yemeksepeti.com/restaurant/elzx/bereket-doner-elzx	https://getir.com/yemek/restoran/bereket-doner-cankaya-alacaatli-mah-cankaya-ankara/
1051	İST MİMAROBA	İSTANBUL	BÜYÜKÇEKMECE	EKİNOBA MAH. AKMAZ SK. NO:1/3 İÇ KAPI NO:3 BÜYÜKÇEKMECE - İSTANBUL	0212 955 51 50	4100286885.464229	28543931151.456635	https://www.yemeksepeti.com/restaurant/l470/bereket-doner-l470	https://getir.com/yemek/restoran/bereket-doner-ekinoba-mah-buyukcekmece-istanbul/
1052	TOKAT TURHAL	TOKAT	TURHAL	Cumhuriyet mahallesi Cumhuriyet Caddesi Sadık apartmanı 144A Turhal Tokat	0850 377 58 60	4038394260.615688	36064444787.422340	https://www.yemeksepeti.com/restaurant/w61l/bereket-doner-w61l	https://getir.com/yemek/restoran/bereket-doner-turhal-cumhuriyet-mah-turhal-tokat/
1053	İZMİR ÇİĞLİ BALATÇIK	İZMİR	ÇİĞLİ	BALATÇIK MAH.8788/1 SOK. A BLOK NO:3  ÇİĞLİ / İZMİR	0505 740 35 00	3851256446.299414	27039221098.446278	https://www.yemeksepeti.com/restaurant/tmig/bereket-doner-tmig	https://getir.com/yemek/restoran/bereket-doner-cigli-balatcik-mah-cigli-izmir/
1054	İST ÜSKÜDAR ÇENGELKÖY NATOYOLU	İSTANBUL	ÜSKÜDAR	GÜZELTEPE MAH. BOSNA BULVARI NO: 131/1A ÜSKÜDAR - İSTANBUL	0 216 514 7464	4104811589.807961	29076187796.934513	https://www.yemeksepeti.com/restaurant/khhs/bereket-doner-khhs	https://getir.com/yemek/restoran/bereket-doner-guzeltepe-mah-uskudar-istanbul/
1055	AFYON ERENLER	AFYON	MERKEZ	Bereket Döner-Erenler Mah. 2775 Sok. No:17/B Afyonkarahisar /Merkez	0272 502 30 60	3881883300.886247	30538457855.687943	https://www.yemeksepeti.com/restaurant/s6xa/bereket-doner-s6xa	https://getir.com/yemek/restoran/bereket-doner-merkez-erenler-mah-merkez-afyonkarahisar/
1056	SAMSUN İLKADIM	SAMSUN	İLKADIM	KALE MAH.KAZIMPAŞA CADDESİ ADNAN KEFELİ İŞ HANI NO:2İLKADIM/SAMSUN	0541 119 55 70	4129095493.423156	36334166019.642616	https://www.yemeksepeti.com/restaurant/kcnx/bereket-doner-kcnx	https://getir.com/yemek/restoran/bereket-doner-ilkadim-kale-mah-ilkadim-samsun/
1057	TOKAT ERBA	TOKAT	ERBAĞ	CUMHURİYET MAHALLESİ DR.SERVET DURMUŞOĞLU CADDESİ 37/2 TOKAT	0850 377 70 69	4067400266.279277	3657224411.018137	https://www.yemeksepeti.com/restaurant/gedr/bereket-doner-gedr	https://getir.com/yemek/restoran/bereket-doner-erbaa-cumhuriyet-mah-erbaa-tokat/
1058	İST SULTANGAZİ ESKİ EDİRNE ASFALTI	İSTANBUL	SULTANGAZİ	UĞUR MUMCU MAH. ESKİ EDİRNE ASFALTI CAD. NO:634-B SULTANGAZİ İSTANBUL	0212 813 90 92	4110189430.485202	2886286457.039647	https://www.yemeksepeti.com/restaurant/dmt5/bereket-doner-dmt5	https://getir.com/yemek/restoran/bereket-doner-sultangazi-ugur-mumcu-mah-sultangazi-istanbul/
1059	İST MALTEPE MEYDAN	İSTANBUL	MALTEPE	Altayçeşme Mah. Atatürk Cad. Anadolu Çarşı Pazar No:41 F İÇ KAPI NO:60 İstanbul/Maltepe	02164550055	409255799.928512	291316992.468143	https://www.yemeksepeti.com/restaurant/i1x6/bereket-doner-i1x6	https://getir.com/yemek/restoran/bereket-doner-altaycesme-mah-maltepe-istanbul/
1060	ESKİŞEHİR CAPELLA PARK	ESKİŞEHİR	ODUNPAZARI	BÜYÜKDERE MAHALLESİ FAKÜLTE SOKAK  NO:2C ODUNPAZARI  / ESKİŞEHİR	0543 742 66 26	3975177853.712419	30495201088.360096	https://www.yemeksepeti.com/restaurant/k85e/bereket-doner-k85e
1061	RİZE ÇARŞI MAH.	RİZE	MERKEZ	ÇARŞI MAH MENDERES BULV.NO:186 D MERKEZ/RİZE	0464 252 52 52	410272056.617772	40517276668.184464	https://www.yemeksepeti.com/restaurant/igc6/bereket-doner-igc6	https://getir.com/yemek/restoran/bereket-doner-merkez-carsi-mah-merkez-rize/
1062	İST PENDİK HATBOYU	İSTANBUL	PENDİK	BATI MAHALLESİ HATBOYU CADDESİ NO:19A PENDİK İSTANBUL	0216 375 75 35	40879834452.253433	292307628.363867	https://www.yemeksepeti.com/restaurant/squn/bereket-doner-squn	https://getir.com/yemek/restoran/bereket-doner-bati-mah-pendik-istanbul/
1063	KIBRIS LEFKOŞA K.KAYMAKLI	KIBRIS	LEFKOŞA	GZT.KEMAL AŞIK CADDESİ KÜÇÜK KAYMAKLI DÜKKAN NO:3-4-5 DIŞ KAPI NO:64 LEFKOŞA /KIBRIS	548 898 27 58	3518901332.933696	3336663005.246657
1064	ANK ELVANKENT	ANKARA	ETİMESGUT	Atakent mahallesi şehit Murat üçöz caddesi no 14-A Etimesgut Ankara	0552 139 09 06	39955505480.308815	3261422888.835724	https://www.yemeksepeti.com/restaurant/o01h/bereket-doner-o01h	https://getir.com/yemek/restoran/bereket-doner-etimesgut-atakent-mah-etimesgut-ankara/
1065	İST CEVİZLİBAĞ	İSTANBUL	ZEYTİNBURNU	Maltepe mahallesi 324. Sokak no 6AE zeytinburnu	0212 830 33 44	41015762431.074265	28905258494.048637	https://www.yemeksepeti.com/restaurant/wcqq/bereket-doner-wcqq	https://getir.com/yemek/restoran/bereket-doner-zeytinburnu-maltepe-mah-zeytinburnu-istanbul/
1066	ELAZIĞ - GAZİ CADDESİ	ELAZIĞ	MERKEZ	Nail Bey Mahallesi Gazi Caddesi No 29 C Merkez Elazığ	0424 213 3434	3867528656.395443	392189883.658927	https://www.yemeksepeti.com/restaurant/n09b/bereket-doner-n09b	https://getir.com/yemek/restoran/bereket-doner-merkez-nail-bey-mah-merkez-elazig/
1067	BOLU TABAKLAR MAH.	BOLU	MERKEZ	TABAKLAR MAHALLESİ HATTAT EMİN BARIN CADDESİ ÖZKOPARAN APT. NO 14A İÇ KAPI NO 8	0 505 163 9414	4072827558.839311	31599947283.418457	https://www.yemeksepeti.com/restaurant/ao5z/bereket-doner-ao5z	https://getir.com/yemek/restoran/bereket-doner-merkez-tabaklar-mah-merkez-bolu/
1068	İST TUZLA AYDINLI	İSTANBUL	TUZLA	AYDINLI MAH. DERSAADET CAD. NO: 37 F TUZLA/ İSTANBUL	0 216 755 78 00	408711899.042468	293309475.445095	https://www.yemeksepeti.com/restaurant/zqkz/bereket-doner-zqkz	https://getir.com/yemek/restoran/bereket-doner-aydinli-mah-tuzla-istanbul/
1069	BURSA YILDIRIM MİLLET	BURSA	YILDIRIM	Millet Mah Derya caddesi no:64/A 14  YILDIRIM / BURSA	0224 999 04 02	40213541924.937057	2909418725.228392	https://www.yemeksepeti.com/restaurant/h7i5/bereket-doner-h7i5	https://getir.com/yemek/restoran/bereket-doner-yildirim-millet-mah-yildirim-bursa/
1070	DİYARBAKIR KAYAPINAR	DİYARBAKIR	KAYAPINAR	MEDYA MAH. MAHABAD BLV. ANS PARK YAPI NO:10B KAYAPINAR / DİYARBAKIR	0540 583 2121	379566729.296766	401712673.902511	https://www.yemeksepeti.com/restaurant/utnh/bereket-doner-utnh	https://getir.com/yemek/restoran/bereket-doner-kayapinar-medya-mah-kayapinar-diyarbakir/
1071	İST KAĞITHANE HAMİDİYE	İSTANBUL	KAĞITHANE	HAMİDİYE MAH. GİRNE CAD. AKKAYA APT NO: 10 D KAĞITHANE/ İSTANBUL		410932879.230391	289698873.417319	https://www.yemeksepeti.com/restaurant/vtss/bereket-doner-vtss	https://getir.com/yemek/restoran/bereket-doner-hamidiye-mah-girne-cad-kagithane-istanbul/
1072	İST AVCILAR REŞİTPAŞA	İSTANBUL	AVCILAR	MERKEZ MH.MAHMUTOĞLU SK. 25/22	0212 955 55 30	409792318.594503	28726170.323436	https://www.yemeksepeti.com/restaurant/nt5r/bereket-doner-nt5r	https://getir.com/yemek/restoran/bereket-doner-merkez-mah-avcilar-istanbul/
1073	ANK AYDINLIKEVLER	ANKARA	ALTINDAĞ	AYDIKLIKEVLER MH.ÇEVRELİ CD.NO:63/A ANKARA-ALTINDAĞ	0312 544 91 75	39.961614	32.880513	https://www.yemeksepeti.com/restaurant/mbei/bereket-doner-mbei
1074	BALIKESİR GÖMEÇ	Balıkesir		MİTHATPAŞA MAH.ATATÜRK CAD.NO:25/A GÖMEÇ/BALIKESİR	0266 357 20 00	393939754.095932	268415394.999401	https://www.yemeksepeti.com/restaurant/cyap/bereket-doner-cyap	https://getir.com/yemek/restoran/bereket-doner-burhaniye-kemalpasa-mah-gomec-balikesir/
1075	İST HADIMKÖY FABRİKA SATIŞ MAĞAZASI	İSTANBUL	ARNAVUTKÖY	HADIMKÖY MAH. ÜRGÜPLÜ CADDESİ NO:11/1  BEREKET DÖNER FABRİKA SATIŞ MAĞAZASI		411480413.247071	28628925.775619
1076	KAHRAMANMARAŞ AFŞİN	KAHRAMANMARAŞ	AFŞİN	EFSUS TURAN MAH. AFŞİN BEY CAD. NO: 54 A AFŞİN/ KAHRAMANMARAŞ	0 546 152 38 46	382329069.299738	369457928.622157	https://www.yemeksepeti.com/restaurant/slxc/bereket-doner-slxc	https://getir.com/yemek/restoran/bereket-doner-afsin-efsus-turan-mah-afsin-kahramanmaras/
1077	İST KAĞITHANE ÇAĞLAYAN	İSTANBUL	KAĞITHANE	ÇAĞLAYAN MAH.VATAN CAD. NO:31/A		41074323501.518188	289808056.956496	https://www.yemeksepeti.com/restaurant/lmlr/bereket-doner-lmlr	https://getir.com/yemek/restoran/bereket-doner-kagithane-vatan-cad-kagithane-istanbul/
1078	İST SANCAKTEPE LAVENDER	İSTANBUL	SANCAKTEPE	EYÜP SULTAN MAH. DEHA CAD. O BLOK - LAVENDER NO: 2/1G  SANCAKTEPE / İSTANBUL	0216 629 90 09	40978544367.180328	29236174162.964344	https://www.yemeksepeti.com/restaurant/snwx/bereket-doner-snwx	https://getir.com/yemek/restoran/bereket-doner-eyup-sultan-mah-sancaktepe-istanbul/
1079	İST PENDİK KURTKÖY	İSTANBUL	PENDİK	Kurtköy mahallesi Ankara caddesi No:402 F   PENDİK / İSTANBUL	0216 646 46 06	4.091305	29.298706		https://getir.com/yemek/restoran/bereket-doner-kurtkoy-mah-pendik-istanbul/
1080	İST BEYKOZ RİVA	İSTANBUL	BEYKOZ	RİVA MAH.ACAR HATUN SK.NO:25	0216 319 19 91	41.224068	29.218026	https://www.yemeksepeti.com/restaurant/hzag/bereket-doner-hzag	https://getir.com/yemek/restoran/bereket-doner-riva-mah-beykoz-istanbul/
1081	ORDU ALTINORDU	ORDU	MERKEZ	AKYAZI MH.AHMET CEMAL MAĞDEN CD.NO:75 A	0452 250  50 02	4097856367.114921	3791049365.373697	https://www.yemeksepeti.com/restaurant/zcy9/bereket-doner-zcy9	https://getir.com/yemek/restoran/bereket-doner-altinordu-akyazi-mah-altinordu-ordu/
1082	İZMİR ALSANCAK	İZMİR	KONAK	ALSANCAK MH.KIBRIS ŞEHİTLERİ CD.AKSOY NO:185B İÇ KAPI NO:185B	0 232 503 13 73	3844124160.931064	27143993807.839172	https://www.yemeksepeti.com/restaurant/dake/bereket-doner-dake	https://getir.com/yemek/restoran/bereket-doner-konak-alsancak-mah-konak-izmir/
1083	ANK YENİ MAH. İVEDİK CADDESİ	ANKARA	YENİMAHALLE	ÖZEVLER MAH. İVEDİK CAD. ZIRAAT BANKASI NO: 147 A İÇ KAPI NO: 1 YENİMAHALLE/ ANKARA	0312 344 44 54	39.973402	32.782667	https://www.yemeksepeti.com/restaurant/vtgv/bereket-doner-vtgv
1084	ANKARA SİNCAN YENİKENT	ANKARA	SİNCAN	MUSTAFA KEMAL MAH. FATİH CAD. AVM NO 18 C  SİNCAN ANKARA	0552 787 64 70	40.003613	32.520931
1088	İST HALKALI KANUNİ	İSTANBUL	KÜÇÜKÇEKMECE	ATAKENT MH.221 SK. ROTA OFFİCE C BLOK NO: 3 E	0530 241 80 00	410558659.332056	287613848.138253	https://www.yemeksepeti.com/restaurant/vtgv/bereket-doner-vtgv	https://getir.com/yemek/restoran/bereket-doner-atakent-mah-kucukcekmece-istanbul/
1089	BURSA NİLÜFER BALKAN	BURSA	NİLÜFER	BALKAN, NAİM SÜLEYMANOĞLU CD. NO:26, 16000 NİLÜFER/BURSA	0533 394 1600	4020680638.404293	28812893807.912594	https://www.yemeksepeti.com/restaurant/zvuk/bereket-doner-zvuk	https://getir.com/yemek/restoran/bereket-doner-nilufer-balkan-mah-nilufer-bursa/
1090	GAZİANTEP KARATAŞ	GAZİANTEP	ŞAHİNBEY	KARATAŞ MAH.400 NOLU CAD.UĞUR CENTER ALIŞVERİŞ MERKEZİ NO:18/Z	0530 330 91 27	3701618397.128037	3734465880.690156
1091	ADIYAMAN ARYON AVM	ADIYAMAN	MERKEZ	ALTINŞEHİR MAH.ÜNİVERSİTE CAD.NO:7 İÇ KAPI NO:102	05058917794	37.745426	38.225323
1092	İZMİR KEMALPAŞA	İZMİR	KEMALPAŞA	MEHMET AKİF ERSOY MH.ATATÜRK BLV. MENEVİŞ NO:37 B İÇ KAPI NO:1	0552 678 00 08	3842707072.496181	2741919300.344303
1093	BURSA OSMANGAZİ FOMARA	BURSA	OSMANGAZİ	Ahmet Paşa Mah. Fevzi çakmak Cad. No:69(A) Osmangazi / Bursa	0 540 001 55 16	4019401135.594153	29059746465.339668	https://www.yemeksepeti.com/restaurant/t1x0/bereket-doner-t1x0	https://getir.com/yemek/restoran/bereket-doner-osmangazi-ahmet-pasa-mah-osmangazi-bursa/
1094	ANK KEÇİÖREN OVACIK	ANKARA	KEÇİÖREN	YAYLA MAH.1488 CAD.NO:4B/6	0544 331 77 70	40.002943	32.825107	https://www.yemeksepeti.com/restaurant/ye3q/bereket-doner-ye3q	https://getir.com/yemek/restoran/bereket-doner-kecioren-yayla-mah-kecioren-ankara/
1095	KÜTAHYA TAVŞANLI BEDESTEN AVM	KÜTAHYA	TAVŞANLI	DURAK MAH.KEMAL ZEYTİNOĞLU CAD.NO:75 İÇ KAPI NO:205	0274 600 01 23	39.546524	29.488442
1096	İST BEYLİKDÜZÜ ADNAN KAHVECİ	İSTANBUL	BEYLİKDÜZÜ	ADNAN KAHVECİ MAH.YAVUZ SULTAN SELİM BLV. KONUT NO:58/A İÇ KAPI NO:86	0212 955 06 64 / 0532 060 50 55	40.995442	28.625737
1097	ELAZIĞ ÇAYDAÇIRA	ELAZIĞ	MERKEZ	ÇAYDAÇIRA MH.ADNAN KAHVECİ BLV.NO:6AA	0535 559 30 23	38683579195.654709	391712608.511193
1098	KONYA KARATAY	KONYA	KARATAY	AKABE MAH.ALAADDİN KAP CAD. A VE B-BLOK NO:91 B	0332 410 66 16	37.866928	32.535308
1099	İST ATAŞEHİR KAYIŞDAĞI	İSTANBUL	ATAŞEHİR	KAYIŞDAĞI MH. KAYIŞDAĞI CD. NO:179 A İÇ KAPI NO:1	0216 364  55 55	4097851766.211719	29141764044.856361
1100	BALIKESİR EDREMİT	Balıkesir	Edremit	Hamidiye mah.Azerbaycan bulv. Benzinlik Bp no 1	0 533 023 1144	3959288735.912508	27016261651.246742
1101	ANT. TAHILPARAZARI MAH KAPALI YOL	ANTALYA	MURATPAŞA	TAHILPAZARI MAH. 465 SK. FİKRİ MELLİ İŞHANI NO:14 MURATPAŞA/ANTALYA	0242 243 25 62	36.891546	30.703920
1102	İST EMİNÖNÜ SOBACILAR	İSTANBUL	FATİH	SARIDEMİR MAH. UZUNÇARŞI CD. NO:247 İÇ KAPI NO:1 EMİNÖNÜ / FATİH / İST	0212 519 51 90	4101795683.223842	2896862518.437629
1103	BALIKESİR AVLU AVM	Balıkesir	MERKEZ	GÜMÜŞÇEŞME MAH.FARUK KULA CAD.NO:61/A	0543 840 98 07	3965127077.139485	27899209011.963608
1104	KOCALİ UMUTTEPE	KOCAELİ	İZMİT	KABAOĞLU MH.PROF.DR.BAKİ KOMŞUOĞLU BLV.468/C RESİTALCE 2	0 (262) 503 20 88	4082224754.290064	29921883519.052670
1106	ÇANKIRI YUNUS AVM	ÇANKIRI	MERKEZ	BUĞDAY PAZARI MAH. ÇARŞAMBA PAZARI CAD. YUNUS AVM NO: 4 İÇ KAPI NO: 118 MERKEZ / ÇANKIRI	0543 213 90 90	40.598677	33.621579
1108	GAZİANTEP ŞAHİNBEY YEDİTEPE MAH.ÜNİ	GAZİANTEP	ŞAHİNBEY	YEDİTEPE MAH.ADNAN MENDERES BUL.ELİT APT.NO:15C	0 540 360 60 27	37.033157	37.320915
1109	KOCAELİ DARICA FSM BULVARI	KOCAELİ	DARICA	EMEK MAHALLESİ FSM CADDESİ NO:25 A KOCAELİ DARICA	0262 502 37 36	4079958495.940543	29368633575.955551
1110	HATAY İSKENDERUN PRİME AVM	HATAY	İSKENDERUN	NUMUNE MAH. DR.SADIK AHMET CAD. PRİMALL NO:110 İÇ KAPI NO : 25 İSKENDERUN/HATAY	0540 445 25 35	36.574997	36.162010
1112	İST KURTKÖY VİAPORT AVM	İSTANBUL	PENDİK	YENİŞEHİR MAH. DEDE PAŞA CAD. VIAPORT 19/2B PENDİK / İSTANBUL	0216 696 14 34	4093786408.646402	2932624838.441992
1113	ÇORUM  OSMANCIK	ÇORUM	OSMANCIK	ULU CAMİ MH.ORG.AHMET ÇÖREKÇİ CD. NO:55 ÇORUM / OSMANCIK	0364 611 27 58	40974189873.788895	3479914924.766944
1114	İST ESENYURT KOZAPARK	İSTANBUL	ESENYURT	KOZA MAHALLESİ 1638. SK. GARANTİ KOZA SİTESİ KINALIADA B BLOK NO:610 ESENYURT / İSTANBUL	0212 955 06 63	4106173099.834046	286681498.043254
1115	ADANA-TURGUT ÖZAL BULV.	ADANA	ÇUKUROVA	MAHFESIĞMAZ MAH. TURGUT ÖZAL BLV. NO: 31 B ÇUKUROVA / ADANA	0 531 911 44 01	3703679667.154574	35313890495.239014
1116	İST ŞİŞLİ ABİDEİ HÜRRİYET CD.	İSTANBUL	ŞİŞLİ	MERKEZ MAH. ABİDEİ HÜRRİYET CD.AYKAÇ PLAZA NO : 203/B ŞİŞLİ / İSTANBUL		4106427808.124573	28987381314.179527
1117	AYDIN NAZİLLİ BAMBOO AVM	AYDIN	NAZİLLİ	İSABEYLİ MAH.4442 CAD.BAMBOO AVM NO:38 İÇ KAPI NO:Z3	0531 593 37 59	37898579554.843117	2827851557.731443
1118	MARDİN ANTİK KENT AVM Y.K.	MARDİN	MERKEZ	DİYARBAKIR KAPI MAH. 1.CAD. NO:329 İÇ KAPI NO: 5 ARTUKLU / MARDİN	0542 191 54 47	3731377451.705245	4072778281.072865
1119	BALIKESİR ERDEK	Balıkesir	ERDEK	YALI MAH. PAZAR CAD. CİCİLER APT. NO:4 ERDEK / BALIKESİR	0540 237 35 38	4039729978.490987	2779068813.348446
1120	İST ZEYTİNBURNU 58. BULVAR	İSTANBUL	ZEYTİNBURNU	YENİDOĞAN MAH. 58. BULVAR CAD. NO:71 İÇ KAPI NO : 1 ZEYTİNBURNU / İSTANBUL	0212 955 07 49	4099026879.427258	28903743025.303158
1122	İST ESENYURT PİRİ REİS (E.K)	İSTANBUL	ESENYURT	piri reis mahallesi Necip Fazıl Kısakürek caddesi 4-1L D blok dükkan no 28	0212 955 50 88	41016575.579613	2866698242.054729
1123	İST SARIYER	İSTANBUL	SARIYER	SARIYER MERKEZ MAH. YENİ MAHALLE CAD. NO: 10A SARIYER / İSTANBUL	02129555014	4116827230.346959	2905712196.764193
1124	NEVŞEHİR KOZAKLI	NEVŞEHİR	KOZAKLI	ALTUNSU MAH. KAPLICA CAD.NO:93 B İÇ KAPI NO:1 KOZAKLI / NEVŞEHİR	0551 006 77 07	3921306863.967341	3485484531.998821
1125	KOCAELİ / DERİNCE	KOCAELİ	DERİNCE	ÇENE DAĞI MH. İSTİKLAL CAD. NO : 190 / A     DERİNCE / KOCAELİ	0262 301 00 87	40759085895.861282	2983101744.461286
1126	İST FATİH ÇAPA	İSTANBUL	FATİH	BAŞVEKİL CAD. NO:12 A FATİH / İSTANBUL	0212 955 14 05	4101448295.457874	28933214127.860310
1127	GAZİANTEP ŞAHİTKAMİL GAZİMUHTAR	GAZİANTEP	ŞEHİTKAMİL	DEĞİRMİÇEM MAHALLESİ PROF. MUAMMER AKSOY  BULVARI NO:43/C ŞEHİTKAMİL / GAZİANTEP	(0342) 220 50 50	3706856493.504893	3737083035.927587
1128	İST EYÜPSULTAN BAYRAMPAŞA AXİS AVM (Y.K)	İSTANBUL	EYÜPSULTAN	TOPÇULAR MAH. OSMANGAZİ CAD. NO:2 İÇ KAPI NO:198 EYÜPSULTAN / İSTANBUL		41035516594.606903	2892070967.695541
1129	İST BAŞAKŞEHİR NİDAPARK	İSTANBUL	BAŞAKŞEHİR	BAŞAKŞEHİR MAH. OLİMPİYAT BULVARI NİDAPARK SİTESİ İSHAK PAŞA SOKAK NO :8 FS / 169 BAŞAKŞEHİR / İSTANBUL	0212 955 12 36	41.093868	28.773953
1130	ÇORUM MERKEZ	ÇORUM	MERKEZ	YENİYOL MAH. GAZİ CAD. NO: 16-A MERKEZ / ÇORUM	0364 666 12 56	4055051316.626074	3495603858.255022
1131	BURSA GEMLİK HAMİDİYE MAH. (Y.K)	BURSA	GEMLİK	Hamidiye Mah .İstiklal Cad. NO:40 GEMLİK/BURSA	0224 955 01 35	4042942128.582646	29155894555.574833
1132	İST BAKIRKÖY CAROUSEL	İSTANBUL	BAKIRKÖY	Zeytinlik, Fişekhane Cd. No:5, 34140 Bakırköy/İstanbul	0212 955 50 47	40977930955.437584	2887368277.220787
1134	ANTALYA BEACH PARK	ANTALYA	KONYAALTI	MELTEM MAHALLESİ BEACH PARK AVM NO:10 İÇ KAPI NO:36	0 242 955 00 26	36.881648	30.669877
1135	ANTALYA KONYAALTI ÖĞRETMENEVLERİ	ANTALYA	KONYAALTI	ÖĞRETMENEVLERİ MAH.ATATÜRK BLV.NAZIF ABAY APT.NO:80 A ANTALYA - KONYAALTI	0 242 955 00 32 - 0533 604 87 03	36.874467	30.642463
1136	MUĞLA FETHİYE TUZLA MAH	MUĞLA	FETHİYE	KELEŞKUYUSU MEVKİİ KESİKKAPI MAH. NO:42 FEYHİYE / MUĞLA	0531 409 04 31	36623966005.128906	291278322.319569
1137	İZMİR TORBALI	İZMİR	TORBALI	SADIK İLERİ BULV. NO:24/1 C TORBALI / İZMİR	0232 855 55 60	38160029728.739769	2735685421.637093
1138	İST BÜYÜKÇEKMECE ALKENT	İSTANBUL	BÜYÜKÇEKMECE	ÇAKMAKLI MAH. HADIMKÖY YOLU CAD. A BLOK NO:143 BÜYÜKÇEKMECE / İSTANBUL	0212 955 03 23	0.000000	0.000000
